Entiteit,Gemeente,Deelgemeente,Titel,Station?,Ligging,XY Halte Hastus,GPS (locatie),Fietsbeugels (aantal),Overdekte fietsenstalling
Vlaams-Brabant,AARSCHOT,AARSCHOT,307729 Aarschot Demervallei,,,"50.983623,4.837784","4;50.9836346,4.8386126",Meer dan 5,Ja
Vlaams-Brabant,AFFLIGEM,ESSENE,300162 Essene Koudenberg,,Brusselbaan,"50.911712,4.130789","3;50.9117611,4.1307222",Meer dan 5,Ja
Vlaams-Brabant,AFFLIGEM,ESSENE,308790 Essene OLV-Kerk,,Ternatsestraat,"50.901437,4.13665","6;50.9013344,4.1366296",Meer dan 5,Ja
Vlaams-Brabant,ANDERLECHT,ANDERLECHT,300785 Anderlecht Sint-Guido,,Paul jansonlaan,"50.834451,4.305114","9;50.83458,4.3053174",Meer dan 5,Ja
Oost-Vlaanderen,ANTWERPEN,ANTWERPEN,204266 Antwerpen Van Eedenplein perron 1a,,Blancefloerlaan,"51.220695,4.386598","4;51.2207624,4.3866521",Meer dan 5,Ja
Oost-Vlaanderen,ANTWERPEN,ANTWERPEN,204273 Antwerpen Van Eedenplein perron 3,,Blancefloerlaan,"51.220697,4.386739","4;51.2208294,4.3868619",Meer dan 5,Ja
Oost-Vlaanderen,ANTWERPEN,ANTWERPEN,205280 Antwerpen P+R Linkeroever,,Blancefloerlaan,"51.219718,4.362042","4;51.2198683,4.3626855",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,102726 Antwerpen Halewijn,,,"51.220352,4.37953","3;51.2204449,4.3791702",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,102727 Antwerpen Halewijn,,,"51.220316,4.379556","3;51.2203311,4.3796961",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,102770 Antwerpen Harmonie,,Mechelsesteenweg,"51.201466,4.412823","4;51.2013369,4.4130547",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,102775 Antwerpen Harmonie,,Mechelsesteenweg,"51.201603,4.41274","4;51.2014111,4.4129267",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,104033 Antwerpen P+R Linkeroever,,Blancefloerlaan,"51.220415,4.362897","4;51.2202859,4.3627051",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,104034 Antwerpen P+R Linkeroever,,Blancefloerlaan,"51.219794,4.363087","4;51.2199834,4.3629715",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,104732 Antwerpen Van Eeden Metro,,,"51.22082,4.386622","4;51.2210172,4.3863375",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,104733 Antwerpen Van Eeden Metro,,,"51.220802,4.386896","4;51.2211547,4.3863694",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,102179 Antwerpen P+R Olympiade,,Populierenlaan,"51.184081,4.391672","3;51.1839597,4.3921472",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,102750 Antwerpen Harmonie,,Mechelsesteenweg,"51.201191,4.413014","4;51.2013413,4.4130764",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,102765 Antwerpen P+R Olympiade,,Populierenlaan,"51.184,4.392906","4;51.1838807,4.3928431",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,102790 Antwerpen P+R Olympiade,,Populierenlaan,"51.183811,4.393083","5;51.1839251,4.3929945",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,102938 Antwerpen P+R Olympiade,,Populierenlaan,"51.184174,4.391772","3;51.1841365,4.3916804",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,103064 Antwerpen P+R Linkeroever,,Blancefloerlaan,"51.219776,4.362921","3;51.2200512,4.3630519",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,104031 Antwerpen P+R Linkeroever,,Blancefloerlaan,"51.22041,4.362947","3;51.2202332,4.3625152",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,104032 Antwerpen P+R Linkeroever,,Blancefloerlaan,"51.220416,4.362895","3;51.2202175,4.3624901",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,104108 Antwerpen Halewijn,,Blancefloerlaan,"51.220148,4.379391","4;51.2203104,4.3793396",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,104109 Antwerpen Halewijn,,Blancefloerlaan,"51.220571,4.379385","4;51.2204895,4.3795947",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,104377 Antwerpen Van Eedenplein,,Frederik van eedenplein,"51.221065,4.386064","4;51.221079,4.3861351",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,104955 Antwerpen Hondurasstraat,,Canadalaan,"51.24982,4.421902","4;51.2497967,4.4217826",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,105395 Antwerpen AZ Stuivenberg,,Pothoekstraat,"51.222925,4.436729","4;51.2230901,4.4366961",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,107445 Antwerpen F. Rooseveltplaats perron 35,,Unknown,"51.22,4.416837","6;51.2199158,4.4169812",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,107470 Antwerpen F. Rooseveltplaats perron 33,,Franklin rooseveltplaats,"51.220106,4.416845","4;51.2199646,4.4170637",Meer dan 5,Ja
Antwerpen,ANTWERPEN,ANTWERPEN,103283 Antwerpen M HKA,,WAALSEKAAI,"51.210841,4.39019","10;51.2110643,4.3905333",Meer dan 5,Ja
Antwerpen,ANTWERPEN,DEURNE (ANTWERPEN),101145 Deurne Antwerp stadion,,Ter heydelaan,"51.228466,4.469477","6;51.2284143,4.4695553",Meer dan 5,Ja
Antwerpen,ANTWERPEN,DEURNE (ANTWERPEN),102708 Borsbeek Silsburg,,Herentalsebaan,"51.203805,4.482797","3;51.2039184,4.4827832",Meer dan 5,Ja
Antwerpen,ANTWERPEN,DEURNE (ANTWERPEN),103070 Deurne Jozef Verboven,,Boekenberglei,"51.200635,4.459863","4;51.2005331,4.4602578",Meer dan 5,Ja
Antwerpen,ANTWERPEN,DEURNE (ANTWERPEN),104225 Deurne Jozef Verboven,,Boekenberglei,"51.200425,4.460345","3;51.200512,4.4600525",Meer dan 5,Ja
Antwerpen,ANTWERPEN,DEURNE (ANTWERPEN),104910 Deurne Ruggeveldlaan,,Ruggeveldlaan,"51.231404,4.479279","3;51.2315558,4.4792129",Meer dan 5,Ja
Antwerpen,ANTWERPEN,DEURNE (ANTWERPEN),105055 Borsbeek Silsburg,,Herentalsebaan,"51.203793,4.482803","3;51.2037747,4.4828589",Meer dan 5,Ja
Antwerpen,ANTWERPEN,DEURNE (ANTWERPEN),105085 Deurne Sportpaleis,,Bisschoppenhoflaan,"51.229852,4.443647","3;51.2297543,4.4436527",Meer dan 5,Ja
Antwerpen,ANTWERPEN,DEURNE (ANTWERPEN),105100 Deurne Sportpaleis,,N129,"51.230295,4.442926","6;51.2303421,4.442995",Meer dan 5,Ja
Antwerpen,ANTWERPEN,HOBOKEN,102435 Hoboken Sportcentrum Sorghvliedt,,Krijgsbaan,"51.167273,4.35396","3;51.1672783,4.3539475",Meer dan 5,Ja
Antwerpen,ANTWERPEN,HOBOKEN,105020 Hoboken P+R Schoonselhof,,Unknown,"51.169289,4.362516","4;51.16929,4.362506",Meer dan 5,Ja
Antwerpen,ANTWERPEN,HOBOKEN,106085 Hoboken Zwaantjes,,Sint-bernardsesteenweg,"51.183112,4.372646","5;51.1832742,4.3727835",Meer dan 5,Ja
Antwerpen,ANTWERPEN,HOBOKEN,106100 Hoboken Zwaantjes,,Sint-bernardsesteenweg,"51.183172,4.37247","3;51.1830191,4.3724711",Meer dan 5,Ja
Antwerpen,ANTWERPEN,MERKSEM,104096 Merksem P+R Merksem,,Bredabaan,"51.25878,4.462491","6;51.2586461,4.4627485",Meer dan 5,Ja
Antwerpen,ANTWERPEN,MERKSEM,104097 Merksem P+R Merksem,,Bredabaan,"51.258767,4.462724","4;51.2588717,4.4629709",Meer dan 5,Ja
Antwerpen,ANTWERPEN,MERKSEM,104098 Merksem P+R Merksem,,Bredabaan,"51.258778,4.463352","3;51.2588852,4.4633894",Meer dan 5,Ja
Antwerpen,BEERSE,BEERSE,106206 Beerse Lilsedijk,,Antwerpseweg,"51.30827,4.840783","4;51.3082102,4.8406892",Meer dan 5,Ja
Antwerpen,BEERSE,BEERSE,106211 Beerse Gierleseweg,,Turnhoutseweg,"51.310387,4.857071","4;51.3104842,4.8574404",Meer dan 5,Ja
Antwerpen,BEERSE,VLIMMEREN,106197 Vlimmeren Statiestraat,,Antwerpseweg,"51.301686,4.782201","4;51.3017758,4.7817869",Meer dan 5,Ja
Antwerpen,BEERSE,VLIMMEREN,109186 Vlimmeren Kerk,,Kerkstraat,"51.295645,4.781155","4;51.2956956,4.7812512",Meer dan 5,Ja
Vlaams-Brabant,BEERSEL,BEERSEL,300348 Beersel Gemeenteplein,,Hoogstraat,"50.766713,4.308532","4;50.7668671,4.3085377",Meer dan 5,Ja
Limburg,BERINGEN,BERINGEN MIJN,400534 Koersel Beringen Mijnen,,Koolmijnlaan,"51.070922,5.220662","4;51.0709484,5.2206927",Meer dan 5,Ja
Limburg,BERINGEN,PAAL (BERINGEN),400590 Paal Dorp,,Paalsesteenweg,"51.040266,5.174743","4;51.0403087,5.1747455",Meer dan 5,Ja
Limburg,BERINGEN,PAAL (BERINGEN),400591 Paal Dorp,,Paalsesteenweg,"51.040172,5.175023","4;51.0401994,5.1748535",Meer dan 5,Ja
Oost-Vlaanderen,BERLARE,OVERMERE,203535 Overmere Klappeldonk,,Dendermondse steenweg,"51.050841,3.975184","4;51.050875,3.9752059",Meer dan 5,Ja
Vlaams-Brabant,BERTEM,BERTEM,300496 Bertem Oud Station,,Tervuursesteenweg,"50.864968,4.626922","4;50.8649291,4.6273075",Meer dan 5,Ja
Vlaams-Brabant,BERTEM,BERTEM,300498 Bertem Oud Station,,Tervuursesteenweg,"50.86532,4.627871","4;50.8650663,4.6274323",Meer dan 5,Ja
Oost-Vlaanderen,BEVEREN-WAAS,BEVEREN-WAAS,204293 Beveren-Waas Viergemeet,,Kloosterstraat,"51.215357,4.262506","4;51.2151808,4.2627487",Meer dan 5,Ja
Oost-Vlaanderen,BEVEREN-WAAS,BEVEREN-WAAS,204294 Beveren-Waas Gravendreef,,N70,"51.213589,4.259393","6;51.2136035,4.2594887",Meer dan 5,Ja
Oost-Vlaanderen,BEVEREN-WAAS,BEVEREN-WAAS,204299 Beveren-Waas Grote Heidestraat,,Gentseweg,"51.200099,4.229131","4;51.2002237,4.2293167",Meer dan 5,Ja
Oost-Vlaanderen,BEVEREN-WAAS,BEVEREN-WAAS,205293 Beveren-Waas Viergemeet,,Kloosterstraat,"51.215268,4.26255","4;51.2152083,4.2626007",Meer dan 5,Ja
Oost-Vlaanderen,BEVEREN-WAAS,KIELDRECHT,204030 Kieldrecht Sportpleinstraat,,Kouterstraat,"51.293724,4.171216","4;51.2937046,4.1710619",Meer dan 5,Ja
Oost-Vlaanderen,BEVEREN-WAAS,MELSELE,204290 Melsele Spoorweglaan,,Grote baan,"51.220061,4.282592","4;51.2201377,4.2826556",Meer dan 5,Ja
Oost-Vlaanderen,BEVEREN-WAAS,VERREBROEK,204040 Verrebroek Dorp,,Verheyenplein,"51.25543,4.188826","4;51.255459,4.1888044",Meer dan 5,Ja
Vlaams-Brabant,BIERBEEK,BIERBEEK,307859 Bierbeek De Borre,,Speelpleinstraat,"50.827047,4.754989","3;50.827042,4.7549061",Meer dan 5,Ja
Vlaams-Brabant,BIERBEEK,KORBEEK-LO,300564 Bierbeek Sint-Kamillus,,Krijkelberg,"50.852148,4.751794","10;50.8522117,4.7517486",Meer dan 5,Ja
Vlaams-Brabant,BIERBEEK,KORBEEK-LO,300575 Korbeek-Lo Centrum,,Vengerstraat,"50.860126,4.761041","3;50.8601621,4.7626052",Meer dan 5,Ja
Vlaams-Brabant,BIERBEEK,LOVENJOEL,300558 Bierbeek Langestraat,,Lovenjoelsestraat,"50.842575,4.788402","3;50.8430671,4.788226",Meer dan 5,Ja
West-Vlaanderen,BLANKENBERGE,UITKERKE,506019 Blankenberge Sint-Amanduskerk,,Kerkstraat,"51.304494,3.141799","4;51.30434064,3.14204356",Meer dan 5,Ja
Antwerpen,BOECHOUT,VREMDE,102746 Vremde Don Bosco,,Broechemsesteenweg,"51.172753,4.544269","4;51.172727,4.5442313",Meer dan 5,Ja
Antwerpen,BORSBEEK,BORSBEEK,107360 Borsbeek Dorp,,De robianostraat,"51.193918,4.486064","4;51.1939709,4.4861142",Meer dan 5,Ja
Oost-Vlaanderen,BRAKEL (OOST-VLAANDEREN),NEDERBRAKEL,208001 Nederbrakel Markt,,Neerstraat,"50.803636,3.765309","4;50.803809,3.7653961",Meer dan 5,Ja
Antwerpen,BRASSCHAAT,BRASSCHAAT,105434 Brasschaat Lage Kaart,,Kaartseplein,"51.303504,4.485906","4;51.3033838,4.4858139",Meer dan 5,Ja
Antwerpen,BRASSCHAAT,BRASSCHAAT,105724 Brasschaat Oudstrijderslei,,Bredabaan,"51.272457,4.468598","3;51.272389,4.4684954",Meer dan 5,Ja
Antwerpen,BRASSCHAAT,BRASSCHAAT,105727 Brasschaat Voshollei,,Bredabaan,"51.27577,4.472462","3;51.2756578,4.4723913",Meer dan 5,Ja
Antwerpen,BRASSCHAAT,BRASSCHAAT,105732 Brasschaat Zegersdreef,,Bredabaan,"51.284401,4.482633","3;51.2842786,4.4826612",Meer dan 5,Ja
Antwerpen,BRASSCHAAT,BRASSCHAAT,105739 Brasschaat Door Verstraetelei,,Bredabaan,"51.293159,4.49485","3;51.293071,4.4949575",Meer dan 5,Ja
Antwerpen,BRASSCHAAT,BRASSCHAAT,105743 Brasschaat Prins Kavellei,,Bredabaan,"51.296381,4.497554","3;51.2963294,4.4976752",Meer dan 5,Ja
Antwerpen,BRASSCHAAT,BRASSCHAAT,105746 Brasschaat Torenhof,,Bredabaan,"51.303798,4.503747","3;51.3038396,4.5038244",Meer dan 5,Ja
Antwerpen,BRASSCHAAT,BRASSCHAAT,105748 Brasschaat Pauwelslei,,Bredabaan,"51.307588,4.506949","3;51.3074829,4.506865",Meer dan 5,Ja
Antwerpen,BRASSCHAAT,BRASSCHAAT,109836 Brasschaat Dr. Roosensplein,,Dokter roosensplein,"51.287785,4.485978","4;51.2877076,4.4860545",Meer dan 5,Ja
Antwerpen,BRASSCHAAT,BRASSCHAAT,109958 Brasschaat Kerk Miksebaan,,Miksebaan,"51.289879,4.49307","4;51.2898177,4.493081",Meer dan 5,Ja
Antwerpen,BRASSCHAAT,MARIA-TER-HEIDE,105751 Brasschaat Bethaniëlei,,Bredabaan,"51.31286,4.512845","3;51.3129357,4.5128906",Meer dan 5,Ja
Antwerpen,BRASSCHAAT,MARIA-TER-HEIDE,105756 Brasschaat Maria Ter Heide Kerk,,Bredabaan,"51.323271,4.520085","3;51.3232693,4.5201896",Meer dan 5,Ja
Antwerpen,BRASSCHAAT,MARIA-TER-HEIDE,105759 Brasschaat Sint-Jobsteenweg,,Bredabaan,"51.327946,4.522482","6;51.3279887,4.5225658",Meer dan 5,Ja
Antwerpen,BRECHT,SINT-JOB-IN-'T-GOOR,108801 Sint-Job-in-'t-Goor Kristus Koning Kerklei,,BETHANIËNLEI,"51.292497,4.586296","4;51.2925401,4.5862606",Meer dan 5,Ja
Antwerpen,BRECHT,SINT-JOB-IN-'T-GOOR,108802 Sint-Job-in-'t-Goor Lochtenbergplein,,Lochtenbergplein,"51.301526,4.560865","10;51.3015095,4.5609486",Meer dan 5,Ja
Antwerpen,BRECHT,SINT-LENAARTS,105536 Sint-Lenaarts J. Cardijnlaan,,Dorpsstraat,"51.348928,4.676772","3;51.3490308,4.6766884",Meer dan 5,Ja
West-Vlaanderen,BRUGGE,BRUGGE,502719 Brugge B-Park,,Unknown,"51.250141,3.198466","10;51.2501036,3.1986787",Meer dan 5,Ja
West-Vlaanderen,BRUGGE,SINT-PIETERS-OP-DE-DIJK,502083 Brugge A.Z. Sint-Jan,,Ruddershove,"51.220855,3.193018","4;51.2211283,3.1932014",Meer dan 5,Ja
West-Vlaanderen,DAMME,SIJSELE,507768 Sijsele Kazerne,,Dorpsstraat,"51.202996,3.314755","4;51.2030571,3.314735",Meer dan 5,Ja
Oost-Vlaanderen,DE PINTE,DE PINTE,209952 De Pinte Groenpark,,Groenstraat,"50.992604,3.646201","4;50.9925611,3.6461519",Meer dan 5,Ja
Oost-Vlaanderen,DENDERMONDE,DENDERMONDE,206885 Sint-Gillis-Bij-Dendermonde Halte Sint-Gillis,,Buisstraat,"51.021559,4.118242","4;51.0215983,4.1181681",Meer dan 5,Ja
Oost-Vlaanderen,DESTELBERGEN,DESTELBERGEN,202243 Destelbergen Burgemeester Libbrechtstraat,,Burgemeester j. cardonstraat,"51.057652,3.798351","9;51.0579109,3.7983483",Meer dan 5,Ja
Oost-Vlaanderen,DESTELBERGEN,HEUSDEN (DESTELBERGEN),202462 Heusden Tramstraat,,Meersstraat,"51.033169,3.803008","3;51.0331109,3.8029892",Meer dan 5,Ja
Limburg,DIEPENBEEK,DIEPENBEEK,401531 Diepenbeek Waardestraat,,Steenweg,"50.913148,5.408403","9;50.9129347,5.4086892",Meer dan 5,Ja
West-Vlaanderen,DIKSMUIDE,NIEUWKAPELLE,503634 Nieuwkapelle Kerk,,Loostraat,"50.99916,2.799673","4;50.9992576,2.7995345",Meer dan 5,Ja
Vlaams-Brabant,DILBEEK,DILBEEK,301290 Dilbeek Kalenbergstraat,,Ninoofsesteenweg,"50.843843,4.263418","10;50.8438073,4.2634203",Meer dan 5,Ja
Vlaams-Brabant,DILBEEK,DILBEEK,301309 Dilbeek Stelplaats,,Ninoofsesteenweg,"50.843341,4.255688","10;50.8431677,4.2557401",Meer dan 5,Ja
Vlaams-Brabant,DILBEEK,SCHEPDAAL,301351 Schepdaal Goudveerdegem,,Ninoofsesteenweg,"50.836511,4.174003","10;50.8365324,4.1740088",Meer dan 5,Ja
Antwerpen,DUFFEL,DUFFEL,106958 Duffel Onze-Lieve-Vrouwlaan,,Onze lieve vrouwlaan,"51.092059,4.510786","4;51.09213,4.510768",Meer dan 5,Ja
Antwerpen,DUFFEL,DUFFEL,108699 Duffel Itterbeek,,Itterbeek,"51.108387,4.55124","4;51.1084767,4.5514006",Meer dan 5,Ja
Antwerpen,EDEGEM,EDEGEM,102900 Edegem Gemeentehuis,,Hovestraat,"51.155499,4.446155","3;51.1556412,4.4463537",Meer dan 5,Ja
Antwerpen,EDEGEM,EDEGEM,102995 Edegem J. Notéstraat,,JEAN NOTÉSTRAAT,"51.147972,4.447837","3;51.1479705,4.4478501",Meer dan 5,Ja
Antwerpen,EDEGEM,EDEGEM,105170 Edegem Sint-Goriksplein,,Ernest jouretlaan,"51.148901,4.454834","3;51.1488425,4.4547997",Meer dan 5,Ja
Antwerpen,EDEGEM,EDEGEM,105510 Edegem Ter Tommenstraat,,Prins boudewijnlaan,"51.163703,4.427445","3;51.1634891,4.4276268",Meer dan 5,Ja
Antwerpen,ESSEN,HEIKANT (ESSEN),104261 Essen Heemhuis,,Moerkantsebaan,"51.458122,4.442306","10;51.4579761,4.4424628",Meer dan 5,Ja
Oost-Vlaanderen,EVERGEM,EVERGEM,210008 Evergem Brielken,,BRIELKEN,"51.110497,3.699168","4;51.1105009,3.6991696",Meer dan 5,Ja
Oost-Vlaanderen,EVERGEM,EVERGEM,200001 Evergem Brielken,,,"51.110533,3.699448","4;51.110388,3.6995171",Meer dan 5,Ja
Oost-Vlaanderen,EVERGEM,EVERGEM,200002 Evergem Spoorwegstraat,,,"51.107476,3.705323","4;51.1074431,3.7054947",Meer dan 5,Ja
Antwerpen,GEEL,GEEL,102966 Geel AZ St Dimpna Hoofdingang,,Jan-baptist stessensstraat,"51.159687,5.000187","4;51.1597965,5.0003372",Meer dan 5,Ja
Vlaams-Brabant,GELDENAKEN,GELDENAKEN,302415 Geldenaken Gare Autobus Quai 8,,Rue de septembre,"50.722864,4.877194","3;50.7234009,4.8772628",Meer dan 5,Ja
Oost-Vlaanderen,GENT,GENT,202607 Gent Arcelor Mittal,,Unknown,"51.18203,3.831572","3;51.1819343,3.8314259",Meer dan 5,Ja
Oost-Vlaanderen,GENT,GENTBRUGGE,200090 Gentbrugge Moscou,,Jozef vervaenestraat,"51.029453,3.751019","4;51.0293281,3.7508394",Meer dan 5,Ja
Oost-Vlaanderen,GENT,SINT-AMANDSBERG,200241 Sint-Amandsberg P+R Oostakker,,Antwerpsesteenweg,"51.074302,3.777965","5;51.0742813,3.777954",Meer dan 5,Ja
Oost-Vlaanderen,GENT,SINT-AMANDSBERG,202136 Sint-Amandsberg P+R Oostakker,,Antwerpsesteenweg,"51.074605,3.778353","4;51.074613,3.7783631",Meer dan 5,Ja
Oost-Vlaanderen,GENT,SINT-DENIJS-WESTREM,200319 Sint-Denijs-Westrem Dorp,,Oudeheerweg,"51.020137,3.668632","8;51.0202016,3.6686211",Meer dan 5,Ja
Oost-Vlaanderen,GENT,SINT-DENIJS-WESTREM,201319 Sint-Denijs-Westrem Dorp,,Krijzeltand,"51.01973,3.668752","6;51.0199246,3.6687674",Meer dan 5,Ja
Oost-Vlaanderen,GENT,ZWIJNAARDE,211082 Zwijnaarde Bibliotheek,,HEERWEG-ZUID,"51.001781,3.712999","4;51.0019164,3.7129775",Meer dan 5,Ja
Oost-Vlaanderen,GENT,ZWIJNAARDE,210107 Zwijnaarde Bibliotheek,,HEERWEG-ZUID,"51.001981,3.713093","4;51.0019651,3.7131252",Meer dan 5,Ja
West-Vlaanderen,GISTEL,GISTEL,501112 Gistel Stadhuis,,Heyvaertlaan,"51.153855,2.961924","3;51.15389576,2.96172431",Meer dan 5,Ja
West-Vlaanderen,GISTEL,GISTEL,506112 Gistel Stadhuis,,Heyvaertlaan,"51.153667,2.962001","3;51.15364915,2.96202198",Meer dan 5,Ja
West-Vlaanderen,GISTEL,GISTEL,506503 Gistel Stadhuis,,Heyvaertlaan,"51.153678,2.961978","3;51.15359687,2.96208249",Meer dan 5,Ja
Antwerpen,GOIRLE,GOIRLE,101688 Goirle Dorpsstraat,,Dorpsstraat,"51.523026,5.064825","4;51.5229928,5.0647848",Meer dan 5,Ja
Antwerpen,GOIRLE,GOIRLE,101689 Goirle Dorpsstraat,,Dorpsstraat,"51.523134,5.064811","4;51.5229648,5.0648097",Meer dan 5,Ja
Vlaams-Brabant,GOOIK,LEERBEEK,301656 Leerbeek Stelplaats Kaai 7,,,"50.780908,4.120794","4;50.7809855,4.1207942",Meer dan 5,Ja
Vlaams-Brabant,GOOIK,LEERBEEK,301657 Leerbeek Stelplaats Kaai 3,,,"50.780918,4.120893","4;50.7809125,4.1208371",Meer dan 5,Ja
Vlaams-Brabant,GOOIK,LEERBEEK,301658 Leerbeek Stelplaats Kaai 5,,,"50.781196,4.12092","4;50.781246,4.1209814",Meer dan 5,Ja
Vlaams-Brabant,GOOIK,LEERBEEK,301659 Leerbeek Stelplaats Kaai 1,,,"50.78116,4.120977","10;50.781243,4.1210796",Meer dan 5,Ja
Vlaams-Brabant,GOOIK,LEERBEEK,301891 Leerbeek Stelplaats Kaai 2,,,"50.781043,4.120949","4;50.7810697,4.1209568",Meer dan 5,Ja
Vlaams-Brabant,GOOIK,LEERBEEK,301892 Leerbeek Stelplaats Kaai 4,,,"50.780773,4.120766","5;50.7807697,4.1208195",Meer dan 5,Ja
Vlaams-Brabant,GOOIK,LEERBEEK,301893 Leerbeek Stelplaats Kaai 6,,,"50.781061,4.120864","5;50.7811895,4.1207471",Meer dan 5,Ja
Vlaams-Brabant,GOOIK,LEERBEEK,301894 Leerbeek Stelplaats Kaai 8,,,"50.780782,4.120681","4;50.7807744,4.120671",Meer dan 5,Ja
Vlaams-Brabant,GOOIK,OETINGEN,301666 Oetingen Kerk,,Kloosterstraat,"50.773462,4.063015","4;50.773552,4.06296",Meer dan 5,Ja
Vlaams-Brabant,GRIMBERGEN,GRIMBERGEN,303466 Grimbergen Stelplaats Perron 1,,,"50.935829,4.363147","10;50.9357893,4.3635353",Meer dan 5,Ja
Vlaams-Brabant,GRIMBERGEN,GRIMBERGEN,303467 Grimbergen Stelplaats Perron 2,,,"50.935839,4.363433","10;50.9357854,4.3634453",Meer dan 5,Ja
Vlaams-Brabant,HAACHT,HAACHT,301836 Haacht kerk,,Markt,"50.976798,4.6379","4;50.976788,4.6380073",Meer dan 5,Ja
Limburg,HAM (LIMBURG),DE WARANDE,402798 Oostham Warande,,N141,"51.10568,5.195669","4;51.1056151,5.195618",Meer dan 5,Ja
Limburg,HAM (LIMBURG),OOSTHAM,402795 Oostham Schoolstraat,,Stationsstraat,"51.103787,5.176199","5;51.1036942,5.1759715",Meer dan 5,Ja
Oost-Vlaanderen,HAMME (OOST-VLAANDEREN),HAMME (OOST-VLAANDEREN),204128 Hamme Hooirt,,Damstraat,"51.086607,4.13783","7;51.0866178,4.138177",Meer dan 5,Ja
